frame_number,original_frame_number,frame_with_full_frame
1,2,1
2,505,2
3,509,
12,520,
17,531,
20,536,
33,552,
43,566,
45,1545,45
46,1547,
47,1549,
48,1552,
54,1559,
61,1567,
65,1572,
73,1581,
91,1604,
93,1607,
94,1612,
96,1616,
97,1619,
98,1621,
99,1623,
101,1627,
102,1630,
107,1657,
113,1664,
117,1669,
119,1672,
120,1675,
122,1678,
